CELEX_number,case_number,year_case,year_judgment,date_case,date_judgment,language,case_duration,rate_of_production,Maas,judges,judge_rapporteur,JR_experience,JR_Country,JR_Any_Judge,JR_France,JR_Belgium,JR_Belgium_French,JR_Lux,JR_Francophone,AG_Country,advocate_general,art_256,art_258,art_263,art_265,art_267,art_268,art_270,word_count
62008CJ0261,261/08,2008,2009,6/19/08,10/22/09,Spanish,490,13.32040816,0.229708399,"Arabadjiev, Lindh, Lõhmus, Ó Caoimh, Rosas",Lõhmus,7,Estonia,1,0,0,0,0,0,Germany,Kokott,0,0,0,0,1,0,0,6527
62008CJ0262,262/08,2008,2010,6/19/08,6/10/10,Danish,721,13.89736477,0.24321825,"Arabadjiev, Cunha Rodrigues, Lindh, Ó Caoimh, Rosas",Ó Caoimh,6,Ireland,1,0,0,0,0,0,United Kingdom,Sharpston,0,0,0,0,1,0,0,10020
62008CJ0263,263/08,2008,2009,6/19/08,10/15/09,Swedish,483,13.51345756,0.23432405,"Bay Larsen, Bonichot, Schiemann, Timmermans, Toader",Bonichot,5,France,1,1,0,0,0,1,United Kingdom,Sharpston,0,0,0,0,1,0,0,6527
62008CJ0264,264/08,2008,2010,6/19/08,1/28/10,Dutch,588,10.92857143,0.255664098,"Bay Larsen, Schiemann, Timmermans",Timmermans,11,Netherlands,1,0,0,0,0,0,United Kingdom,Sharpston,0,0,0,0,1,0,0,6426
62008CJ0265,265/08,2008,2010,6/19/08,4/20/10,Italian,670,8.558208955,0.230459076,"Arestis, Bonichot, Ilešič, Kasel, Lenaerts, Levits, Lõhmus, Malenovský, Ó Caoimh, Rosas, Skouris, Timmermans, Tizzano",Bonichot,5,France,1,1,0,0,0,1,Spain,Ruiz-Jarabo Colomer,0,0,0,0,1,0,0,5734
62008CJ0266,266/08,2008,2009,6/19/08,5/14/09,Spanish,329,4.43768997,0.208776909,"Bonichot, Makarczyk, Schiemann",Schiemann,8,United Kingdom,1,0,0,0,0,0,Slovakia,Mazák,0,1,0,0,0,0,0,1460
62008CJ0267,267/08,2008,2009,6/20/08,10/6/09,German,473,6.824524313,0.217365731,"Bay Larsen, Bonichot, Makarczyk, Timmermans, Toader",Makarczyk,6,Poland,1,0,0,0,0,0,Portugal,Poiares Maduro,0,0,0,0,1,0,0,3228
62008CJ0271,271/08,2008,2010,6/24/08,7/15/10,German,751,14.31691079,0.232812898,"Arabadjiev, Arestis, Bonichot, Cunha Rodrigues, Juhász, Kasel, Kūris, Lenaerts, Schiemann, Skouris, Tizzano, Toader, von Danwitz",Lenaerts,8,Belgium,1,0,1,0,0,0,Slovenia,Trstenjak,0,1,0,0,0,0,0,10752
62008CJ0272,272/08,2008,2009,6/24/08,7/9/09,Spanish,380,2.865789474,0.208814675,"Ilešič, Kasel, Tizzano",Tizzano,5,Italy,1,0,0,0,0,0,Germany,Kokott,0,1,0,0,0,0,0,1089
62008CJ0273,273/08,2008,2008,6/25/08,12/18/08,French,176,5.75,0.221780309,"Arabadjiev, Klučka, Ó Caoimh",Arabadjiev,3,Bulgaria,1,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,1,0,0,0,0,0,1012
62008CJ0274,274/08,2008,2009,6/25/08,10/29/09,Swedish,491,10.22810591,0.229907691,"Arestis, Juhász, Lenaerts, Silva de Lapuerta, von Danwitz",Juhász,6,Hungary,0,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,1,0,0,0,0,0,5022
62008CJ0275,275/08,2008,2009,6/24/08,10/15/09,German,478,11.55439331,0.230091698,"Juhász, Lenaerts, Malenovský, Silva de Lapuerta, von Danwitz",Lenaerts,8,Belgium,1,0,1,0,0,0,Slovenia,Trstenjak,0,1,0,0,0,0,0,5523
62008CJ0277,277/08,2008,2009,6/26/08,9/10/09,Spanish,441,7.315192744,0.227945769,"Borg Barthet, Ilešič, Jann, Kasel, Levits",Levits,6,Latvia,1,0,0,0,0,0,Slovenia,Trstenjak,0,0,0,0,1,0,0,3226
62008CJ0278,278/08,2008,2010,6/26/08,3/25/10,German,637,5.549450549,0.233136789,"Borg Barthet, Ilešič, Kasel, Levits, Tizzano",Ilešič,6,Slovenia,1,0,0,0,0,0,Portugal,Poiares Maduro,0,0,0,0,1,0,0,3535
62008CJ0279,279/08,2008,2011,6/23/08,9/8/11,Dutch,1172,13.91638225,0.241901821,"Arestis, Juhász, Lenaerts, Malenovský, Silva de Lapuerta",Arestis,6,Cyprus,1,0,0,0,0,0,Italy,Mengozzi,1,0,0,0,0,0,0,16310
62008CJ0280,280/08,2008,2010,6/23/08,10/14/10,German,843,44.76868327,0.24974762,"Arabadjiev, Cunha Rodrigues, Lindh, Lõhmus, Ó Caoimh",Ó Caoimh,6,Ireland,1,0,0,0,0,0,Slovakia,Mazák,1,0,0,0,0,0,0,37740
62008CJ0282,282/08,2008,2009,6/27/08,2/5/09,French,223,4.802690583,0.224600094,"Lindh, Lõhmus, Ó Caoimh",Lindh,5,Sweden,1,0,0,0,0,0,United Kingdom,Sharpston,0,1,0,0,0,0,0,1071
62008CJ0285,285/08,2008,2009,6/30/08,6/4/09,French,339,8.510324484,0.240655769,"Borg Barthet, Ilešič, Jann, Kasel, Tizzano",Jann,16,Austria,1,0,0,0,0,0,Italy,Mengozzi,0,0,0,0,1,0,0,2885
62008CJ0286,286/08,2008,2009,6/30/08,9/10/09,Greek,437,19.13729977,0.22926921,"Borg Barthet, Ilešič, Tizzano",Borg Barthet,6,Malta,0,0,0,0,0,0,United Kingdom,Sharpston,0,1,0,0,0,0,0,8363
62008CJ0288,288/08,2008,2009,6/30/08,11/19/09,Swedish,507,6.927021696,0.229367276,"Bay Larsen, Bonichot, Kūris, Schiemann, Timmermans",Bonichot,5,France,1,1,0,0,0,1,Italy,Mengozzi,0,0,0,0,1,0,0,3512
62008CJ0289,289/08,2008,2009,7/1/08,3/12/09,French,254,3.366141732,0.216561119,"Ilešič, Kasel, Levits",Levits,6,Latvia,1,0,0,0,0,0,United Kingdom,Sharpston,0,1,0,0,0,0,0,855
62008CJ0292,292/08,2008,2009,7/2/08,9/10/09,Dutch,435,9.448275862,0.243253146,"Borg Barthet, Ilešič, Jann, Levits, Tizzano",Jann,16,Austria,1,0,0,0,0,0,Italy,Mengozzi,0,0,0,0,1,0,0,4110
62008CJ0293,293/08,2008,2009,7/2/08,2/5/09,Finnish,218,3.743119266,0.21252215,"Cunha Rodrigues, Klučka, Ó Caoimh",Klučka,6,Slovakia,1,0,0,0,0,0,Italy,Mengozzi,0,1,0,0,0,0,0,816
62008CJ0296,296/08,2008,2008,7/3/08,8/12/08,French,40,195.575,0.241668628,"Arabadjiev, Cunha Rodrigues, Lõhmus, Ó Caoimh, Rosas",Rosas,9,Finland,0,0,0,0,0,0,Germany,Kokott,0,0,0,0,1,0,0,7823
62008CJ0297,297/08,2008,2010,7/3/08,3/4/10,Italian,609,19.33661741,0.225341054,"Bay Larsen, Bonichot, Kūris, Schiemann, Toader",Toader,3,Romania,1,0,0,0,0,0,Slovakia,Mazák,0,1,0,0,0,0,0,11776
62008CJ0298,298/08,2008,2009,7/3/08,3/12/09,Greek,252,3.373015873,0.214379363,"Juhász, Malenovský, von Danwitz",Malenovský,7,Czech Republic,1,0,0,0,0,0,France,Bot,0,1,0,0,0,0,0,850
62008CJ0299,299/08,2008,2009,7/4/08,12/10/09,French,524,9.349236641,0.238136076,"Arabadjiev, Cunha Rodrigues, Lindh, Lõhmus, Rosas",Cunha Rodrigues,10,Portugal,1,0,0,0,0,0,Slovakia,Mazák,0,1,0,0,0,0,0,4899
62008CJ0301,301/08,2008,2009,7/7/08,10/22/09,French,472,8.883474576,0.228727653,"Juhász, Lenaerts, Malenovský, Silva de Lapuerta, von Danwitz",Malenovský,7,Czech Republic,1,0,0,0,0,0,Slovakia,Mazák,0,0,0,0,1,0,0,4193
62008CJ0302,302/08,2008,2009,7/8/08,7/2/09,German,359,6.818941504,0.245305317,"Bay Larsen, Bonichot, Makarczyk",Bay Larsen,6,Denmark,1,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,0,0,0,1,0,0,2448
62008CJ0303,303/08,2008,2010,7/8/08,12/22/10,German,897,7.220735786,0.232766032,"Berger, Borg Barthet, Kasel, Levits, Tizzano",Kasel,3,Luxembourg,0,0,0,0,1,1,United Kingdom,Sharpston,0,0,0,0,1,0,0,6477
62008CJ0304,304/08,2008,2010,7/9/08,1/14/10,German,554,9.359205776,0.225910811,"Borg Barthet, Ilešič, Kasel, Levits, Tizzano",Tizzano,5,Italy,1,0,0,0,0,0,Slovenia,Trstenjak,0,0,0,0,1,0,0,5185
62008CJ0305,305/08,2008,2009,7/4/08,12/23/09,Italian,537,12.00931099,0.233342745,"Arestis, Juhász, Lenaerts, Malenovský, Silva de Lapuerta",Juhász,6,Hungary,0,0,0,0,0,0,Slovakia,Mazák,0,0,0,0,1,0,0,6449
62008CJ0306,306/08,2008,2011,7/9/08,5/26/11,Spanish,1051,7.577545195,0.229016468,"Juhász, Lenaerts, Silva de Lapuerta, Šváby, von Danwitz",Šváby,1,Slovakia,1,0,0,0,0,0,Finland,Jääskinen,0,1,0,0,0,0,0,7964
62008CJ0308,308/08,2008,2010,7/10/08,5/20/10,Spanish,679,7.896907216,0.213279447,"Bay Larsen, Bonichot, Kūris, Schiemann, Timmermans",Bay Larsen,6,Denmark,1,0,0,0,0,0,United Kingdom,Sharpston,0,1,0,0,0,0,0,5362
62008CJ0310,310/08,2008,2010,7/11/08,2/23/10,English,592,11.39864865,0.23367897,"Arabadjiev, Bay Larsen, Bonichot, Cunha Rodrigues, Juhász, Kūris, Lenaerts, Lindh, Rosas, Schiemann, Skouris, Timmermans, von Danwitz",Cunha Rodrigues,10,Portugal,1,0,0,0,0,0,Slovakia,Mazák,0,0,0,0,1,0,0,6748
62008CJ0311,311/08,2008,2010,7/14/08,1/21/10,French,556,16.04316547,0.239507944,"Cunha Rodrigues, Lindh, Lõhmus, Ó Caoimh, Rosas",Rosas,9,Finland,0,0,0,0,0,0,Germany,Kokott,0,0,0,0,1,0,0,8920
62008CJ0313,313/08,2008,2009,7/14/08,5/19/09,Italian,309,3.773462783,0.217910854,"Arestis, Malenovský, von Danwitz",Arestis,6,Cyprus,1,0,0,0,0,0,United Kingdom,Sharpston,0,1,0,0,0,0,0,1166
62008CJ0314,314/08,2008,2009,7/14/08,11/19/09,Polish,493,16.21906694,0.242033206,"Cunha Rodrigues, Ó Caoimh, Rosas",Rosas,9,Finland,0,0,0,0,0,0,Portugal,Poiares Maduro,0,0,0,0,1,0,0,7996
62008CJ0317,317/08,2008,2010,7/15/08,3/18/10,Italian,611,11.76104746,0.229660616,"Arestis, Lenaerts, Malenovský, Silva de Lapuerta, von Danwitz",Silva de Lapuerta,7,Spain,0,0,0,0,0,0,Germany,Kokott,0,0,0,0,1,0,0,7186
62008CJ0321,321/08,2008,2009,7/15/08,4/23/09,Spanish,282,3.886524823,0.212425127,"Arestis, Juhász, von Danwitz",Juhász,6,Hungary,0,0,0,0,0,0,Germany,Kokott,0,1,0,0,0,0,0,1096
62008CJ0322,322/08,2008,2009,7/15/08,5/14/09,Swedish,303,3.673267327,0.218204528,"Bonichot, Kūris, Toader",Kūris,6,Lithuania,1,0,0,0,0,0,United Kingdom,Sharpston,0,1,0,0,0,0,0,1113
62008CJ0323,323/08,2008,2009,7/16/08,12/10/09,Spanish,512,13.40625,0.237082006,"Arestis, Juhász, Lenaerts, Silva de Lapuerta, von Danwitz",Juhász,6,Hungary,0,0,0,0,0,0,Italy,Mengozzi,0,0,0,0,1,0,0,6864
62008CJ0324,324/08,2008,2009,7/16/08,10/15/09,Dutch,456,8.427631579,0.228410591,"Borg Barthet, Ilešič, Kasel, Levits, Tizzano",Tizzano,5,Italy,1,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,0,0,0,1,0,0,3843
62008CJ0325,325/08,2008,2010,7/17/08,3/16/10,French,607,7.594728171,0.234347245,"Borg Barthet, Ilešič, Juhász, Kūris, Lenaerts, Lindh, Rosas, Skouris, Timmermans",Ilešič,6,Slovenia,1,0,0,0,0,0,United Kingdom,Sharpston,0,0,0,0,1,0,0,4610
62008CJ0327,327/08,2008,2009,7/17/08,6/11/09,French,329,18.03039514,0.239116707,"Arabadjiev, Cunha Rodrigues, Klučka, Lindh, Rosas",Cunha Rodrigues,10,Portugal,1,0,0,0,0,0,Italy,Mengozzi,0,1,0,0,0,0,0,5932
62008CJ0328,328/08,2008,2008,7/17/08,12/22/08,Finnish,158,5.120253165,0.221039224,"Bay Larsen, Bonichot, Schiemann",Schiemann,8,United Kingdom,1,0,0,0,0,0,Portugal,Poiares Maduro,0,1,0,0,0,0,0,809
62008CJ0330,330/08,2008,2008,7/18/08,12/11/08,French,146,10.54794521,0.219243721,"Arabadjiev, Cunha Rodrigues, Ó Caoimh",Cunha Rodrigues,10,Portugal,1,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,1,0,0,0,0,0,1540
62008CJ0331,331/08,2008,2009,7/18/08,3/24/09,French,249,3.345381526,0.219090837,"Borg Barthet, Ilešič, Tizzano",Tizzano,5,Italy,1,0,0,0,0,0,Slovenia,Trstenjak,0,1,0,0,0,0,0,833
62008CJ0333,333/08,2008,2010,7/18/08,1/28/10,French,559,20.74060823,0.234353217,"Arabadjiev, Cunha Rodrigues, Lindh, Ó Caoimh, Rosas",Ó Caoimh,6,Ireland,1,0,0,0,0,0,Slovakia,Mazák,0,1,0,0,0,0,0,11594
62008CJ0334,334/08,2008,2010,7/18/08,7/8/10,Italian,720,11.30694444,0.234133748,"Arabadjiev, Cunha Rodrigues, Lõhmus, Ó Caoimh, Rosas",Cunha Rodrigues,10,Portugal,1,0,0,0,0,0,Germany,Kokott,0,1,0,0,0,0,0,8141
62008CJ0335,335/08,2008,2009,7/21/08,6/11/09,French,325,11.76307692,0.227613632,"Arabadjiev, Klučka, Lindh, Lõhmus, Rosas",Arabadjiev,3,Bulgaria,1,0,0,0,0,0,Portugal,Poiares Maduro,1,0,0,0,0,0,0,3823
62008CJ0337,337/08,2008,2010,7/21/08,2/25/10,Dutch,584,8.020547945,0.236060881,"Bay Larsen, Bonichot, Kūris, Schiemann, Timmermans",Bonichot,5,France,1,1,0,0,0,1,Germany,Kokott,0,0,0,0,1,0,0,4684
62008CJ0338,338/08,2008,2010,7/22/08,6/24/10,Italian,702,8.122507123,0.247888288,"Bay Larsen, Bonichot, Kūris, Schiemann, Toader",Bonichot,5,France,1,1,0,0,0,1,Spain,Cruz Villalón,0,0,0,0,1,0,0,5702
62008CJ0340,340/08,2008,2010,7/23/08,4/29/10,English,645,10.46666667,0.232934686,"Bonichot, Kūris, Schiemann, Timmermans, Toader",Timmermans,11,Netherlands,1,0,0,0,0,0,Italy,Mengozzi,0,0,0,0,1,0,0,6751
62008CJ0341,341/08,2008,2010,7/24/08,1/12/10,German,537,15.47113594,0.231507344,"Bay Larsen, Borg Barthet, Kūris, Lenaerts, Levits, Lindh, Ó Caoimh, Rosas, Timmermans",Lindh,5,Sweden,1,0,0,0,0,0,France,Bot,0,0,0,0,1,0,0,8308
62008CJ0342,342/08,2008,2009,7/24/08,3/12/09,French,231,5.666666667,0.213787088,"Bay Larsen, Bonichot, Toader",Bonichot,5,France,1,1,0,0,0,1,Slovenia,Trstenjak,0,1,0,0,0,0,0,1309
62008CJ0343,343/08,2008,2010,7/23/08,1/14/10,Czech,540,13.84259259,0.237506317,"Cunha Rodrigues, Lindh, Lõhmus, Ó Caoimh, Rosas",Ó Caoimh,6,Ireland,1,0,0,0,0,0,France,Bot,0,1,0,0,0,0,0,7475
62008CJ0344,344/08,2008,2009,7/24/08,7/16/09,Polish,357,10.8907563,0.224702421,"Bonichot, Makarczyk, Schiemann, Timmermans, Toader",Toader,3,Romania,1,0,0,0,0,0,Portugal,Poiares Maduro,0,0,0,0,1,0,0,3888
62008CJ0345,345/08,2008,2009,7/28/08,12/10/09,German,500,15.672,0.236006408,"Cunha Rodrigues, Lindh, Lõhmus, Ó Caoimh, Rosas",Ó Caoimh,6,Ireland,1,0,0,0,0,0,United Kingdom,Sharpston,0,0,0,0,1,0,0,7836
62008CJ0346,346/08,2008,2010,7/25/08,4/22/10,English,636,9.690251572,0.226303033,"Arestis, Lenaerts, Malenovský, Šváby, von Danwitz",Šváby,1,Slovakia,1,0,0,0,0,0,Germany,Kokott,0,1,0,0,0,0,0,6163
62008CJ0347,347/08,2008,2009,7/28/08,9/17/09,German,416,11.08173077,0.226080209,"Klučka, Lindh, Lõhmus, Ó Caoimh, Rosas",Klučka,6,Slovakia,1,0,0,0,0,0,Italy,Mengozzi,0,0,0,0,1,0,0,4610
62008CJ0350,350/08,2008,2010,7/29/08,10/28/10,Lithuanian,821,10.04019488,0.242108596,"Berger, Borg Barthet, Ilešič, Kasel, Tizzano",Tizzano,5,Italy,1,0,0,0,0,0,United Kingdom,Sharpston,0,1,0,0,0,0,0,8243
62008CJ0351,351/08,2008,2009,8/4/08,11/12/09,German,465,11.07741935,0.233628729,"Arestis, Juhász, Lenaerts, Malenovský, von Danwitz",Juhász,6,Hungary,0,0,0,0,0,0,Slovakia,Mazák,0,0,0,0,1,0,0,5151
62008CJ0352,352/08,2008,2010,7/31/08,5/20/10,Dutch,658,7.496960486,0.232643681,"Borg Barthet, Ilešič, Kasel, Levits, Tizzano",Kasel,3,Luxembourg,0,0,0,0,1,1,Germany,Kokott,0,0,0,0,1,0,0,4933
62008CJ0356,356/08,2008,2009,7/30/08,6/25/09,German,330,14.30606061,0.224382835,"Borg Barthet, Ilešič, Jann, Kasel, Levits",Ilešič,6,Slovenia,1,0,0,0,0,0,France,Bot,0,1,0,0,0,0,0,4721
62008CJ0358,358/08,2008,2009,8/5/08,12/2/09,English,484,11.90289256,0.231987145,"Borg Barthet, Cunha Rodrigues, Ilešič, Kasel, Lenaerts, Levits, Lõhmus, Malenovský, Ó Caoimh, Rosas, Skouris, Timmermans, Tizzano",Lenaerts,8,Belgium,1,0,1,0,0,0,Slovenia,Trstenjak,0,0,0,0,1,0,0,5761
62008CJ0362,362/08,2008,2010,8/7/08,1/26/10,German,537,10.67039106,0.232384022,"Cunha Rodrigues, Ilešič, Kasel, Lenaerts, Lõhmus, Malenovský, Rosas, Schiemann, Silva de Lapuerta, Skouris, Timmermans, Tizzano, Toader",Schiemann,8,United Kingdom,1,0,0,0,0,0,Italy,Mengozzi,1,0,0,0,0,0,0,5730
62008CJ0363,363/08,2008,2009,8/7/08,11/26/09,German,476,9.021008403,0.241777718,"Bonichot, Kūris, Schiemann, Timmermans, Toader",Schiemann,8,United Kingdom,1,0,0,0,0,0,Portugal,Poiares Maduro,0,0,0,0,1,0,0,4294
62008CJ0365,365/08,2008,2010,8/11/08,5/20/10,German,647,9.270479134,0.239869525,"Bay Larsen, Bonichot, Kūris, Schiemann, Toader",Kūris,6,Lithuania,1,0,0,0,0,0,Slovenia,Trstenjak,0,0,0,0,1,0,0,5998
62008CJ0366,366/08,2008,2009,8/11/08,9/10/09,German,395,12.79746835,0.240969566,"Arestis, Juhász, Lenaerts, Malenovský, von Danwitz",Arestis,6,Cyprus,1,0,0,0,0,0,France,Bot,0,0,0,0,1,0,0,5055
62008CJ0368,368/08,2008,2009,8/8/08,5/19/09,Greek,284,3.193661972,0.214451691,"Bonichot, Schiemann, Toader",Toader,3,Romania,1,0,0,0,0,0,France,Bot,0,1,0,0,0,0,0,907
62008CJ0370,370/08,2008,2010,8/13/08,5/20/10,German,645,8.796899225,0.235226084,"Arabadjiev, Cunha Rodrigues, Lindh, Lõhmus, Rosas",Lõhmus,7,Estonia,1,0,0,0,0,0,Slovakia,Mazák,0,0,0,0,1,0,0,5674
62008CJ0371,371/08,2008,2011,8/14/08,12/8/11,German,1211,8.18744839,0.235700018,"Berger, Borg Barthet, Ilešič, Kasel, Tizzano",Kasel,3,Luxembourg,0,0,0,0,1,1,France,Bot,0,0,0,0,1,0,0,9915
62008CJ0373,373/08,2008,2010,8/14/08,2/11/10,German,546,15.78571429,0.233481516,"Cunha Rodrigues, Lindh, Lõhmus, Ó Caoimh, Rosas",Lõhmus,7,Estonia,1,0,0,0,0,0,Slovakia,Mazák,0,0,0,0,1,0,0,8619
62008CJ0375,375/08,2008,2010,8/18/08,6/24/10,Italian,675,12.42666667,0.231548996,"Arabadjiev, Cunha Rodrigues, Lindh, Ó Caoimh, Rosas",Ó Caoimh,6,Ireland,1,0,0,0,0,0,Finland,Jääskinen,0,0,0,0,1,0,0,8388
62008CJ0376,376/08,2008,2009,8/18/08,12/23/09,Italian,492,11.64227642,0.233951889,"Arestis, Juhász, Lenaerts, Silva de Lapuerta, von Danwitz",Juhász,6,Hungary,0,0,0,0,0,0,Germany,Kokott,0,0,0,0,1,0,0,5728
62008CJ0377,377/08,2008,2009,8/18/08,7/2/09,Italian,318,13.39937107,0.232969115,"Cunha Rodrigues, Klučka, Ó Caoimh",Ó Caoimh,6,Ireland,1,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,0,0,0,0,1,0,0,4261
62008CJ0378,378/08,2008,2010,8/21/08,3/9/10,Italian,565,17.21769912,0.227441462,"Arabadjiev, Bonichot, Cunha Rodrigues, Juhász, Kasel, Kūris, Lenaerts, Lindh, Schiemann, Silva de Lapuerta, Skouris, Timmermans, Toader",Toader,3,Romania,1,0,0,0,0,0,Germany,Kokott,0,0,0,0,1,0,0,9728
62008CJ0379,379/08,2008,2010,8/21/08,3/9/10,Italian,565,18.8619469,0.228062275,"Arabadjiev, Bonichot, Cunha Rodrigues, Juhász, Kasel, Kūris, Lenaerts, Lindh, Schiemann, Silva de Lapuerta, Skouris, Timmermans, Toader",Toader,3,Romania,1,0,0,0,0,0,Germany,Kokott,0,0,0,0,1,0,0,10657
62008CJ0381,381/08,2008,2010,8/22/08,2/25/10,German,552,10.14673913,0.235459339,"Arestis, Juhász, Lenaerts, Silva de Lapuerta, von Danwitz",Juhász,6,Hungary,0,0,0,0,0,0,Slovakia,Mazák,0,0,0,0,1,0,0,5601
62008CJ0382,382/08,2008,2011,8/25/08,1/25/11,German,883,5.926387316,0.234867959,"Bay Larsen, Berger, Bonichot, Cunha Rodrigues, Lenaerts, Levits, Lõhmus, Rosas, Skouris, Šváby, Tizzano",Bay Larsen,6,Denmark,1,0,0,0,0,0,Italy,Mengozzi,0,0,0,0,1,0,0,5233
62008CJ0384,384/08,2008,2010,8/27/08,3/11/10,Italian,561,11.47950089,0.227434623,"Arabadjiev, Cunha Rodrigues, Lindh, Ó Caoimh, Rosas",Ó Caoimh,6,Ireland,1,0,0,0,0,0,Slovakia,Mazák,0,0,0,0,1,0,0,6440
62008CJ0385,385/08,2008,2010,9/2/08,12/22/10,Polish,841,9.916765755,0.239956512,"Bay Larsen, Bonichot, Prechal, Schiemann, Toader",Prechal,1,Netherlands,0,0,0,0,0,0,Finland,Jääskinen,0,1,0,0,0,0,0,8340
62008CJ0386,386/08,2008,2010,9/1/08,2/25/10,German,542,14.38376384,0.247732631,"Juhász, Lenaerts, Malenovský, Silva de Lapuerta, von Danwitz",Malenovský,7,Czech Republic,1,0,0,0,0,0,France,Bot,0,0,0,0,1,0,0,7796
62008CJ0388,388/08,2008,2008,9/5/08,12/1/08,Finnish,87,91.44827586,0.246022605,"Arabadjiev, Cunha Rodrigues, Klučka, Lindh, Rosas",Lindh,5,Sweden,1,0,0,0,0,0,Slovakia,Mazák,0,0,0,0,1,0,0,7956
62008CJ0389,389/08,2008,2010,9/8/08,10/6/10,Dutch,758,9.303430079,0.241909691,"Bay Larsen, Bonichot, Kūris, Schiemann, Toader",Bonichot,5,France,1,1,0,0,0,1,Spain,Cruz Villalón,0,0,0,0,1,0,0,7052
62008CJ0390,390/08,2008,2009,9/5/08,5/14/09,French,251,3.964143426,0.224133806,"Lindh, Lõhmus, Ó Caoimh",Lindh,5,Sweden,1,0,0,0,0,0,Slovenia,Trstenjak,0,1,0,0,0,0,0,995
62008CJ0392,392/08,2008,2010,9/9/08,3/25/10,Spanish,562,5.072953737,0.239229862,"Juhász, Lenaerts, Silva de Lapuerta, Šváby, von Danwitz",Šváby,1,Slovakia,1,0,0,0,0,0,Germany,Kokott,0,1,0,0,0,0,0,2851
62008CJ0393,393/08,2008,2010,9/10/08,7/1/10,Italian,659,5.676783005,0.214815365,"Berger, Borg Barthet, Kasel, Levits, Tizzano",Levits,6,Latvia,1,0,0,0,0,0,Finland,Jääskinen,0,0,0,0,1,0,0,3741
62008CJ0395,395/08,2008,2010,9/12/08,6/10/10,Italian,636,16.27987421,0.234187641,"Arabadjiev, Cunha Rodrigues, Lindh, Ó Caoimh, Rosas",Lindh,5,Sweden,1,0,0,0,0,0,United Kingdom,Sharpston,0,0,0,0,1,0,0,10354
62008CJ0398,398/08,2008,2010,9/12/08,1/21/10,German,496,14.88306452,0.235656171,"Borg Barthet, Ilešič, Kasel, Levits, Tizzano",Ilešič,6,Slovenia,1,0,0,0,0,0,France,Bot,1,0,0,0,0,0,0,7382
62008CJ0399,399/08,2008,2010,9/15/08,9/2/10,German,717,14.10041841,0.242351072,"Berger, Borg Barthet, Ilešič, Safjan, Tizzano",Tizzano,5,Italy,1,0,0,0,0,0,Finland,Jääskinen,1,0,0,0,0,0,0,10110
62008CJ0400,400/08,2008,2011,9/16/08,3/24/11,Spanish,919,12.8726877,0.233071885,"Arabadjiev, Cunha Rodrigues, Lindh, Lõhmus, Rosas",Rosas,9,Finland,0,0,0,0,0,0,United Kingdom,Sharpston,0,1,0,0,0,0,0,11830
62008CJ0401,401/08,2008,2009,9/17/08,4/2/09,German,197,9.553299492,0.23832383,"Arabadjiev, Cunha Rodrigues, Ó Caoimh",Cunha Rodrigues,10,Portugal,1,0,0,0,0,0,Slovenia,Trstenjak,0,1,0,0,0,0,0,1882
62008CJ0402,402/08,2008,2009,9/17/08,3/12/09,Slovenian,176,6.482954545,0.213888509,"Lindh, Lõhmus, Ó Caoimh",Ó Caoimh,6,Ireland,1,0,0,0,0,0,Germany,Kokott,0,1,0,0,0,0,0,1141
62008CJ0403,403/08,2008,2011,9/17/08,10/4/11,English,1112,21.75809353,0.236849856,"Arabadjiev, Bonichot, Borg Barthet, Cunha Rodrigues, Ilešič, Kasel, Lenaerts, Malenovský, Skouris, Tizzano, von Danwitz",Malenovský,7,Czech Republic,1,0,0,0,0,0,Germany,Kokott,0,0,0,0,1,0,0,24195
62008CJ0405,405/08,2008,2010,9/18/08,2/11/10,Danish,511,12.62818004,0.243994037,"Arabadjiev, Cunha Rodrigues, Lõhmus, Ó Caoimh, Rosas",Ó Caoimh,6,Ireland,1,0,0,0,0,0,France,Bot,0,0,0,0,1,0,0,6453
62008CJ0406,406/08,2008,2010,9/18/08,1/28/10,English,497,11.24949698,0.238273564,"Cunha Rodrigues, Lindh, Lõhmus, Ó Caoimh, Rosas",Cunha Rodrigues,10,Portugal,1,0,0,0,0,0,Germany,Kokott,0,0,0,0,1,0,0,5591
62008CJ0407,407/08,2008,2010,9/19/08,7/1/10,German,650,17.91846154,0.238401708,"Arabadjiev, Cunha Rodrigues, Lindh, Lõhmus, Ó Caoimh",Arabadjiev,3,Bulgaria,1,0,0,0,0,0,Slovakia,Mazák,1,0,0,0,0,0,0,11647
62008CJ0408,408/08,2008,2010,9/22/08,2/25/10,French,521,10.37428023,0.238858626,"Bay Larsen, Kūris, Schiemann, Timmermans, Toader",Kūris,6,Lithuania,1,0,0,0,0,0,Spain,Ruiz-Jarabo Colomer,1,0,0,0,0,0,0,5405
62008CJ0410,410/08,2008,2009,9/22/08,12/17/09,German,451,9.77383592,0.236289009,"Ilešič, Kasel, Levits",Levits,6,Latvia,1,0,0,0,0,0,Slovenia,Trstenjak,0,0,0,0,1,0,0,4408
